relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,reference_relation,comparison_relation
,all_rows,single_label,micro,top05_jaccard,0.03535571911414299,0.03137806739802666,0.03965430347643623,927,927,927,927,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,micro,top10_jaccard,0.07420026628712369,0.06863330811154741,0.08006520530119811,927,927,927,927,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,micro,top20_jaccard,0.15130353149640066,0.14324104049262937,0.15923319257675286,927,927,927,927,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,macro_class,map_spearman,0.12775326325969077,0.10569329996288926,0.1521011072939587,927,927,927,927,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,macro_class,top05_jaccard,0.03835020460869991,0.03371955654274899,0.04332767815012291,927,927,927,927,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,macro_class,top10_jaccard,0.07847481769612413,0.07205782534522832,0.08546936998135195,927,927,927,927,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,macro_class,top20_jaccard,0.15866923354375956,0.14876385096532796,0.1705995189243697,927,927,927,927,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,micro,map_spearman,0.0979202245535556,0.08278111624348589,0.1133309050618677,375,375,742,750,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,micro,top05_jaccard,0.04172676368005617,0.037425185278655744,0.04601745783875356,375,375,750,750,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,micro,top10_jaccard,0.07998811818058939,0.07448799397704244,0.08555497607684917,375,375,750,750,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,micro,top20_jaccard,0.15235718999197007,0.14579791679755727,0.1590184520958824,375,375,750,750,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,macro_class,map_spearman,0.06316964498653829,0.042952606873172455,0.08589115685293286,375,375,742,750,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,macro_class,top05_jaccard,0.036993893182090724,0.031201734072219586,0.04377935243328664,375,375,750,750,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,macro_class,top10_jaccard,0.0688784537794834,0.062242707739095154,0.0761689602970955,375,375,750,750,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,exactly_2_labels,macro_class,top20_jaccard,0.13950602841014295,0.13103722785795605,0.14898239178905645,375,375,750,750,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,micro,map_spearman,0.07729296094886579,0.06381288531316187,0.09135894518506997,147,147,462,470,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,micro,top05_jaccard,0.043597418004408355,0.03778459453228898,0.049898931198186204,147,147,470,470,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,micro,top10_jaccard,0.07915528339289966,0.07219636004648654,0.0868309764785324,147,147,470,470,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,micro,top20_jaccard,0.14585021374116325,0.13917061581413528,0.15274347535786922,147,147,470,470,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,macro_class,map_spearman,0.0587195380896874,0.027691014530358125,0.09602611691156236,147,147,462,470,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,macro_class,top05_jaccard,0.04701200685968929,0.034195633340340106,0.05450383845986778,147,147,470,470,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,macro_class,top10_jaccard,0.08628349171587688,0.06983535534188623,0.09775556898292251,147,147,470,470,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,3plus_labels,macro_class,top20_jaccard,0.15760387517756347,0.13707353414909607,0.17329014469653453,147,147,470,470,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
